"","Year","y2_statefips","y2_countyfips","n2","pop_estimate","inflow_per_Capita","percentage_change","data_issue_inflow"
"392",2005,"01","047",1218,44434,0.0274114416887969,NA,NA
"393",2006,"01","047",1311,44323,0.0295783227669607,7.90502412373831,0
"394",2007,"01","047",1225,44194,0.0277186948454541,-6.28713107284032,0
"395",2008,"01","047",1310,44265,0.0295944877442675,6.76724827511486,0
"396",2009,"01","047",1090,43759,0.024909161543911,-15.8317529968535,0
"397",2010,"01","047",1215,43854,0.0277055684772199,11.2264193573086,0
"398",2011,"01","047",1154,43251,0.0266814640123928,-3.69638495477591,0
"399",2012,"01","047",1483,42789,0.0346584402533361,29.8970710049429,0
"400",2013,"01","047",1349,41976,0.032137411854393,-7.27392340946585,0
"401",2014,"01","047",1326,41554,0.0319102854117534,-0.706735326630106,0
"402",2015,"01","047",826,40936,0.0201778385772914,-36.7669755474535,0
"403",2016,"01","047",882,40080,0.0220059880239521,9.06018471531513,0
"404",2017,"01","047",978,39238,0.0249248177786839,13.2637977970127,0
"405",2018,"01","047",808,38294,0.0210999112132449,-15.3457754411755,0
"406",2019,"01","047",771,37196,0.02072803527261,-1.7624526325092,0
"407",2020,"01","047",902,38174,0.023628647770734,13.9936682853725,0
"408",2021,"01","047",1001,37565,0.0266471449487555,12.7747351744781,0
"409",2005,"01","049",2269,67794,0.0334690385579845,NA,NA
"410",2006,"01","049",2475,68495,0.0361340243813417,7.96254071876065,0
"411",2007,"01","049",2567,69450,0.0369618430525558,2.2909672680731,0
"412",2008,"01","049",2620,70228,0.0373070570142963,0.933973885581515,0
"413",2009,"01","049",2717,70864,0.0383410476405509,2.77156846185533,0
"414",2010,"01","049",2605,71163,0.0366061014853224,-4.52503586102728,0
"415",2011,"01","049",2583,71365,0.036194212849436,-1.12519120904362,0
"416",2012,"01","049",2856,70944,0.0402571041948579,11.2252512917551,0
"417",2013,"01","049",2969,70912,0.0418687951263538,4.00349444832084,0
"418",2014,"01","049",2594,70993,0.0365388136858564,-12.7302001990082,0
"419",2015,"01","049",2319,71087,0.0326219983963313,-10.7196016904108,0
"420",2016,"01","049",2351,71104,0.0330642439243924,1.35566657409595,0
"421",2017,"01","049",3381,71437,0.0473284152470009,43.140775743205,0
"422",2018,"01","049",2440,71407,0.0341703194364698,-27.8016826506035,0
"423",2019,"01","049",2398,71513,0.0335323647448716,-1.86698486323592,0
"424",2020,"01","049",2987,71648,0.0416899285395266,24.3274336800319,0
"425",2021,"01","049",2896,71829,0.0403179774185914,-3.29084546075545,0
"426",2005,"01","051",5514,72978,0.0755570171832607,NA,NA
"427",2006,"01","051",5999,75246,0.0797251681152487,5.51656363283672,0
"428",2007,"01","051",6050,77124,0.0784451013951559,-1.60559927354731,0
"429",2008,"01","051",5436,77698,0.0699631908157224,-10.812543331045,0
"430",2009,"01","051",5263,78632,0.0669320378471869,-4.33249675035455,0
"431",2010,"01","051",5558,79552,0.0698662510056315,4.38386944850503,0
"432",2011,"01","051",5198,79993,0.0649806858100084,-6.99273987841335,0
"433",2012,"01","051",5336,80193,0.0665394735201327,2.39884773559009,0
"434",2013,"01","051",5415,80536,0.0672370120194695,1.04830781254352,0
"435",2014,"01","051",5014,80538,0.0622563262062629,-7.40765489662811,0
"436",2015,"01","051",3638,80872,0.0449846671283015,-27.7428176868938,0
"437",2016,"01","051",5025,81204,0.0618811881188119,37.5606224723627,0
"438",2017,"01","051",6617,81422,0.0812679619758788,31.3290265530201,0
"439",2018,"01","051",5034,81011,0.0621397094221772,-23.5372612880079,0
"440",2019,"01","051",4803,81209,0.0591436909702127,-4.82142333754672,0
"441",2020,"01","051",5591,87853,0.0636403993033818,7.60302284048162,0
"442",2021,"01","051",5624,88737,0.063378297666137,-0.41184788297024,0
"443",2005,"01","053",1259,37601,0.0334831520438286,NA,NA
"444",2006,"01","053",1432,37673,0.0380113078331962,13.5236843396354,0
"445",2007,"01","053",1292,37839,0.0341446655567008,-10.1723473800567,0
"446",2008,"01","053",1403,37929,0.0369901658361676,8.33365983550657,0
"447",2009,"01","053",1379,38249,0.0360532301498078,-2.53293183520588,0
"448",2010,"01","053",1166,38345,0.0304081366540618,-15.6576636054235,0
"449",2011,"01","053",1274,38204,0.0333472934771228,9.66569197086401,0
"450",2012,"01","053",1564,38023,0.0411329984483076,23.3473369481274,0
"451",2013,"01","053",1409,37765,0.0373096782735337,-9.29501937374861,0
"452",2014,"01","053",1372,37735,0.0363588180734066,-2.54856177841007,0
"453",2015,"01","053",1113,37661,0.0295531186107645,-18.7181537334405,0
"454",2016,"01","053",1279,37475,0.0341294196130754,15.4850019809553,0
"455",2017,"01","053",1715,36993,0.0463601221852783,35.836245417772,0
"456",2018,"01","053",1348,36524,0.0369072390756763,-20.3901169022454,0
"457",2019,"01","053",1215,36633,0.0331668168045205,-10.1346574949327,0
"458",2020,"01","053",1322,36680,0.036041439476554,8.66716480202485,0
"459",2021,"01","053",1524,36658,0.0415734628184844,15.3490632512864,0
"460",2005,"01","055",3492,103174,0.0338457363289201,NA,NA
"461",2006,"01","055",3746,103528,0.0361834479561085,6.90696046459156,0
"462",2007,"01","055",3635,103893,0.0349879202641179,-3.30407343556868,0
"463",2008,"01","055",3710,104206,0.0356025564746752,1.75670976130471,0
"464",2009,"01","055",3602,104239,0.0345552048657412,-2.94178764853287,0
"465",2010,"01","055",3352,104459,0.0320891450234063,-7.13658000847167,0
"466",2011,"01","055",3430,104369,0.0328641646465905,2.41520807930171,0
"467",2012,"01","055",3936,104278,0.0377452578683903,14.8523270689803,0
"468",2013,"01","055",3821,103884,0.036781410034269,-2.55356007231957,0
"469",2014,"01","055",3360,103399,0.0324954786796778,-11.6524389646783,0
"470",2015,"01","055",2543,102998,0.0246897998019379,-24.0208151868876,0
"471",2016,"01","055",3342,102855,0.0324923435904915,31.6022967020621,0
"472",2017,"01","055",4510,103007,0.0437834321939286,34.7499975555512,0
"473",2018,"01","055",3806,102611,0.0370915398933837,-15.284074283863,0
"474",2019,"01","055",3194,102268,0.0312316658192201,-15.7984114194432,0
"475",2020,"01","055",4066,103447,0.039305151430201,25.850320177326,0
"476",2021,"01","055",4098,103139,0.0397327877912332,1.08799062075011,0
"477",2005,"01","057",622,18030,0.034498058790904,NA,NA
"478",2006,"01","057",566,17767,0.0318568131929983,-7.65621513347934,0
"479",2007,"01","057",624,17523,0.0356103406950865,11.7824952525797,0
"480",2008,"01","057",726,17541,0.0413887463656576,16.2267632316375,0
"481",2009,"01","057",638,17310,0.0368573079145003,-10.9484795966599,0
"482",2010,"01","057",599,17229,0.0347669626792037,-5.67145392209787,0
"483",2011,"01","057",568,17052,0.0333098756744077,-4.19101035152419,0
"484",2012,"01","057",679,16945,0.0400708173502508,20.2971087071262,0
"485",2013,"01","057",661,16824,0.0392891107941037,-1.95081260587827,0
"486",2014,"01","057",687,16772,0.0409611256856666,4.25566997513687,0
"487",2015,"01","057",506,16696,0.0303066602779109,-26.011163583534,0
"488",2016,"01","057",627,16563,0.0378554609672161,24.9080585590197,0
"489",2017,"01","057",772,16466,0.0468844892505769,23.8513230394427,0
"490",2018,"01","057",697,16445,0.0423837032532685,-9.59973344969966,0
"491",2019,"01","057",578,16302,0.0354557722978776,-16.3457424047925,0
"492",2020,"01","057",782,16330,0.047887323943662,35.0621375310688,0
"493",2021,"01","057",610,16155,0.0377592076756422,-21.149889853806,0
"494",2005,"01","059",1111,30968,0.0358757427021442,NA,NA
"495",2006,"01","059",1222,31134,0.0392496948673476,9.40455001368318,0
"496",2007,"01","059",1073,31004,0.0346084376209521,-11.8249511546052,0
"497",2008,"01","059",1317,31459,0.0418640134778601,20.964759913101,0
"498",2009,"01","059",1425,31589,0.0451106397796701,7.75517212062588,0
"499",2010,"01","059",1360,31746,0.0428400428400428,-5.03339555971134,0
"500",2011,"01","059",1445,31776,0.0454745720040282,6.14968844410876,0
"501",2012,"01","059",1659,31690,0.0523508993373304,15.1212579476132,0
"502",2013,"01","059",1591,31553,0.0504230976452318,-3.68246146007252,0
"503",2014,"01","059",1622,31559,0.0513957983459552,1.92907763733025,0
"504",2015,"01","059",1299,31515,0.0412184673964779,-19.8018734546581,0
"505",2016,"01","059",1313,31611,0.041536174116605,0.770787319846491,0
"506",2017,"01","059",1673,31542,0.053040390590324,27.6968611539019,0
"507",2018,"01","059",1185,31298,0.0378618442072976,-28.6169581597979,0
"508",2019,"01","059",1114,31362,0.0355206938333014,-6.18340290340348,0
"509",2020,"01","059",1141,32075,0.0355728760717069,0.146906585356634,0
"510",2021,"01","059",1110,31996,0.0346918364795599,-2.47671734602233,0
"511",2005,"01","061",1253,25988,0.0482145605664153,NA,NA
"512",2006,"01","061",1514,26271,0.0576300864070648,19.5283867156266,0
"513",2007,"01","061",1445,26322,0.0548970442975458,-4.74238766573149,0
"514",2008,"01","061",1451,26646,0.0544547023943556,-0.805766337423614,0
"515",2009,"01","061",1257,26653,0.0471616703560575,-13.3928416052717,0
"516",2010,"01","061",1333,26777,0.0497815289240766,5.55505890321516,0
"517",2011,"01","061",1261,26756,0.0471296157871132,-5.32710263079299,0
"518",2012,"01","061",1472,26924,0.0546724112316149,16.0043643864464,0
"519",2013,"01","061",1502,26677,0.0563031825167747,2.9828047609812,0
"520",2014,"01","061",1338,26593,0.0503139924040161,-10.6373917868217,0
"521",2015,"01","061",992,26631,0.0372498216364387,-25.9652834994159,0
"522",2016,"01","061",1134,26494,0.0428021438816336,14.9056344467524,0
"523",2017,"01","061",1513,26385,0.057343187417093,33.9726990677657,0
"524",2018,"01","061",1331,26306,0.0505968220177906,-11.7648943199335,0
"525",2019,"01","061",1200,26271,0.0456777435194701,-9.72210961508779,0
"526",2020,"01","061",1361,26696,0.0509814204375187,11.6110746928379,0
"527",2021,"01","061",1284,26667,0.0481493981325233,-5.55500862998948,0
"528",2005,"01","063",330,9675,0.0341085271317829,NA,NA
"529",2006,"01","063",265,9361,0.0283089413524196,-17.0033310349516,0
"530",2007,"01","063",339,9385,0.0361214704315397,27.5973904564691,0
"531",2008,"01","063",386,9359,0.041243722619938,14.1806303209789,0
"532",2009,"01","063",350,9182,0.0381180570681769,-7.57852432614836,0
"533",2010,"01","063",235,8991,0.0261372483594706,-31.4307958752403,0
"534",2011,"01","063",307,8903,0.0344827586206897,31.929567131328,0
"535",2012,"01","063",337,8848,0.0380877034358047,10.4543399638336,0
"536",2013,"01","063",361,8748,0.0412665752171925,8.34618917558435,0
"537",2014,"01","063",277,8584,0.0322693383038211,-21.8027225812115,0
"538",2015,"01","063",293,8508,0.0344381758345087,6.7210474236183,0
"539",2016,"01","063",342,8482,0.0403206790851214,17.0813439099704,0
"540",2017,"01","063",357,8310,0.0429602888086643,6.54654084066966,0
"541",2018,"01","063",271,8209,0.033012547204288,-23.1556674320355,0
"542",2019,"01","063",233,8111,0.0287264209098755,-12.9833250003071,0
"543",2020,"01","063",267,7702,0.0346663204362503,20.6774785658483,0
"544",2021,"01","063",267,7592,0.0351685985247629,1.44889357218124,0
"545",2005,"01","065",700,16622,0.0421128624714234,NA,NA
"546",2006,"01","065",746,16427,0.0454130395081269,7.83650610058353,0
"547",2007,"01","065",760,16418,0.0462906565964186,1.93252223986164,0
"548",2008,"01","065",872,16260,0.0536285362853629,15.8517511490904,0
"549",2009,"01","065",794,16025,0.0495475819032761,-7.60966952439566,0
"550",2010,"01","065",668,15745,0.0424261670371547,-14.372880759395,0
"551",2011,"01","065",583,15361,0.0379532582514159,-10.5428067112959,0
"552",2012,"01","065",812,15364,0.0528508200989326,39.252392373877,0
"553",2013,"01","065",770,15246,0.0505050505050505,-4.43847340399065,0
"554",2014,"01","065",609,15046,0.0404758739864416,-19.8577695068457,0
"555",2015,"01","065",613,15015,0.0408258408258408,0.864630716847478,0
"556",2016,"01","065",588,14828,0.0396547073104937,-2.86860843930468,0
"557",2017,"01","065",873,14801,0.0589825011823525,48.7402257707353,0
"558",2018,"01","065",614,14749,0.04162994101295,-29.4198445667041,0
"559",2019,"01","065",618,14651,0.0421814210634086,1.32471974987199,0
"560",2020,"01","065",744,14768,0.0503791982665222,19.4345685765076,0
"561",2021,"01","065",685,14737,0.0464816448395196,-7.73643400671705,0
"562",2005,"01","067",906,16752,0.0540830945558739,NA,NA
"563",2006,"01","067",1037,16953,0.0611691146109833,13.1020980091824,0
"564",2007,"01","067",994,17108,0.05810147299509,-5.01501719520144,0
"565",2008,"01","067",916,17129,0.0534765602195108,-7.9600611433209,0
"566",2009,"01","067",1069,17243,0.0619961723597982,15.9314886846051,0
"567",2010,"01","067",962,17296,0.0556197964847364,-10.2851121808878,0
"568",2011,"01","067",989,17377,0.0569143120216378,2.32743666593008,0
"569",2012,"01","067",1067,17153,0.0622048621232437,9.29564096214425,0
"570",2013,"01","067",1179,17129,0.0688306380991301,10.6515403293701,0
"571",2014,"01","067",934,17079,0.054687042566895,-20.5484010069258,0
"572",2015,"01","067",698,17101,0.0408163265306122,-25.3638071931128,0
"573",2016,"01","067",898,17072,0.0526007497656982,28.8718369259607,0
"574",2017,"01","067",1214,17115,0.0709319310546304,34.8496577911638,0
"575",2018,"01","067",952,17173,0.0554358586152682,-21.8463986655425,0
"576",2019,"01","067",940,17205,0.0546352804417321,-1.44415220316548,0
"577",2020,"01","067",1125,17175,0.0655021834061135,19.8899005853387,0
"578",2021,"01","067",1062,17434,0.0609154525639555,-7.00240908569462,0
"579",2005,"01","069",4901,93903,0.0521921557351735,NA,NA
"580",2006,"01","069",5536,95846,0.0577593222461031,10.6666728601474,0
"581",2007,"01","069",5524,97727,0.0565248089064435,-2.13734041822653,0
"582",2008,"01","069",5382,99183,0.0542633314176825,-4.00085826473834,0
"583",2009,"01","069",5548,100500,0.0552039800995025,1.73348863264503,0
"584",2010,"01","069",5459,101798,0.0536258079726517,-2.85880134730538,0
"585",2011,"01","069",5592,102488,0.0545624853641402,1.7466914288101,0
"586",2012,"01","069",6162,103371,0.0596105290652117,9.25185806214983,0
"587",2013,"01","069",5807,103643,0.0560288683268528,-6.00843641974852,0
"588",2014,"01","069",5605,104158,0.0538124771981029,-3.9558020622873,0
"589",2015,"01","069",4176,104260,0.0400537118741607,-25.5679835613053,0
"590",2016,"01","069",4952,104218,0.0475157842215356,18.6301643423684,0
"591",2017,"01","069",6450,104378,0.0617946310525206,30.0507443261631,0
"592",2018,"01","069",5466,104770,0.0521714231173046,-15.5728867885579,0
"593",2019,"01","069",5361,105882,0.0506318354394515,-2.9510172156727,0
"594",2020,"01","069",5677,107286,0.0529146393751282,4.50863358174445,0
"595",2021,"01","069",5694,107453,0.0529906098480266,0.143571748377303,0
"596",2005,"01","071",1704,53332,0.0319507987699693,NA,NA
"597",2006,"01","071",1953,53483,0.036516276199914,14.2890869890735,0
"598",2007,"01","071",1862,53333,0.0349127182044888,-4.39135137067725,0
"599",2008,"01","071",1966,53525,0.0367304997664643,5.20664575965837,0
"600",2009,"01","071",1753,53461,0.0327902583191485,-10.7274376127963,0
"601",2010,"01","071",1552,53184,0.0291817087845969,-11.0049439056855,0
"602",2011,"01","071",1714,53214,0.0322095689104371,10.3758835652504,0
"603",2012,"01","071",1991,53079,0.0375101264153432,16.4564683235748,0
"604",2013,"01","071",2066,52957,0.0390127839567951,4.00600500465742,0
"605",2014,"01","071",1706,52562,0.0324569080324189,-16.8044298803095,0
"606",2015,"01","071",1354,52195,0.0259411821055657,-20.0750050508357,0
"607",2016,"01","071",1747,51988,0.033603908594291,29.538848528731,0
"608",2017,"01","071",2209,51828,0.0426217488616192,26.8356885986181,0
"609",2018,"01","071",1959,51621,0.0379496716452606,-10.9617210488651,0
"610",2019,"01","071",1790,51626,0.0346724518653392,-8.63569996219126,0
"611",2020,"01","071",2148,52545,0.0408792463602626,17.9012275192692,0
"612",2021,"01","071",2228,52694,0.0422818537214863,3.43109887316101,0
"613",2005,"01","073",21520,654919,0.0328590253145809,NA,NA
"614",2006,"01","073",22992,655893,0.0350544982184594,6.68149125806329,0
"615",2007,"01","073",21775,655163,0.0332360038646871,-5.18762055140388,0
"616",2008,"01","073",23647,656510,0.0360192533243972,8.37420007243186,0
"617",2009,"01","073",22233,658441,0.0337661233124912,-6.25534902573865,0
"618",2010,"01","073",20104,658215,0.0305432115646103,-9.54480832180272,0
"619",2011,"01","073",20805,658109,0.0316133041790949,3.50353666057989,0
"620",2012,"01","073",24431,658061,0.0371257375835979,17.4370681826677,0
"621",2013,"01","073",24719,659265,0.0374947858600108,0.994049682061917,0
"622",2014,"01","073",23515,659972,0.0356302994672501,-4.97265513056088,0
"623",2015,"01","073",17819,660455,0.0269798850792257,-24.2782533892973,0
"624",2016,"01","073",22638,660343,0.0342821836530409,27.0657141510138,0
"625",2017,"01","073",28833,659599,0.0437129225483968,27.5091545824543,0
"626",2018,"01","073",22400,659429,0.0339687820826806,-22.2912125240036,0
"627",2019,"01","073",21522,658573,0.0326797484865004,-3.79475953256945,0
"628",2020,"01","073",22296,674675,0.0330470226405306,1.12385857003148,0
"629",2021,"01","073",22072,669997,0.03294343108999,-0.313467121281959,0
"630",2005,"01","075",542,15009,0.0361116663335332,NA,NA
"631",2006,"01","075",433,14816,0.029225161987041,-19.0700265196497,0
"632",2007,"01","075",580,14901,0.0389235621770351,33.1851032828989,0
